Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
2024-09-01 11:40:00,2-8976,Sale,Roti,10042,Roti coklat,,,1.0,9524.0,0.0,9524.0,0.0,9524.0,476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 11:33:00,2-8975,Sale,Minuman,10026,Es Kopi Lemon,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1096.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-17 18:01:00,2-9347,Sale,Minuman,10112,Air mineral,,,1.0,6667.0,0.0,6667.0,0.0,6667.0,333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 10:11:00,2-9146,Sale,Minuman,10106,Korean Strawberry Fresh Milk,,,1.0,26667.0,0.0,26667.0,0.0,26667.0,1333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 18:47:00,2-9179,Refund,Roti,10000,Roti Bawang Saus Keju,,,-2.0,-59048.0,0.0,-59048.0,-0.0,-59048.0,-2952.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-19 21:03:00,2-9379,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,928.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-12 11:15:00,2-9213,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-13 14:46:00,2-9238,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 16:54:00,2-9118,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-13 15:45:00,2-9239,Sale,Kudapan,10014,Tempe Mendoan,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 12:15:00,2-9303,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-03 13:41:00,2-9016,Sale,Roti,10034,Roti panggang coklat,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1095.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 10:50:00,2-9397,Sale,Kudapan,10011,Kentang Goreng,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-26 17:02:00,2-9473,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-22 21:04:00,2-9446,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 09:14:00,2-9143,Sale,Minuman,10026,Es Kopi Lemon,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1095.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 13:48:00,2-9407,Sale,Kudapan,10014,Tempe Mendoan,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 17:41:00,2-9120,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,977.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-13 21:08:00,2-9256,Sale,Minuman,10117,Teh Manis Dingin,,,1.0,14286.0,0.0,14286.0,0.0,14286.0,714.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 12:21:00,2-9149,Sale,Hidangan Utama,10104,Chicken Claypot Rice,,,1.0,34762.0,0.0,34762.0,0.0,34762.0,1738.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-22 13:28:00,2-9435,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,928.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-17 13:22:00,2-9341,Sale,Roti,10000,Roti Bawang Saus Keju,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 11:58:00,2-9536,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1691.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 17:56:00,2-9002,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-26 10:12:00,2-9468,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-25 18:46:00,2-9463,Sale,Roti,10039,Roti panggang strawberry,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1096.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 12:26:00,2-8978,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Take Away,Kedai,Temu Roti,Owner,,,,Closed
2024-09-06 16:17:00,2-9096,Sale,Roti,10054,Roti toast eskrim,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 18:51:00,2-9125,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-18 13:51:00,2-9359,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1690.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 13:44:00,2-9406,Sale,Minuman,10120,Lemon Tea Panas,,,2.0,39048.0,0.0,39048.0,0.0,39048.0,1952.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-14 16:30:00,2-9281,Sale,Roti,10000,Roti Bawang Saus Keju,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-27 16:32:00,2-9488,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,977.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 08:46:00,2-9528,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-18 09:27:00,2-9352,Sale,Roti,10034,Roti panggang coklat,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1096.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 14:31:00,2-8988,Sale,Minuman,10026,Es Kopi Lemon,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1096.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-28 11:45:00,2-9502,Sale,Hidangan Utama,10053,Nasi telor,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-18 16:35:00,2-9367,Sale,Roti,10034,Roti panggang coklat,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1095.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 20:07:00,2-9425,Refund,Minuman,10128,Es Kopi Susu,,,-2.0,-46666.0,0.0,-46666.0,-0.0,-46666.0,-2333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 15:09:00,2-9106,Sale,Minuman,10112,Air mineral,,,1.0,6667.0,0.0,6667.0,0.0,6667.0,333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 17:44:00,2-9559,Sale,Kudapan,10015,Tahu Lada Garam,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 19:29:00,2-9182,Sale,Minuman,10013,Kopi cur,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-25 18:46:00,2-9463,Sale,Minuman,10112,Air mineral,,,1.0,6667.0,0.0,6667.0,0.0,6667.0,333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-12 17:19:00,2-9228,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1691.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 16:28:00,2-9116,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-06 16:20:00,2-9097,Sale,Kudapan,10014,Tempe Mendoan,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 17:13:00,2-9554,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-03 19:06:00,2-9024,Sale,Hidangan Utama,10012,Mie joglo,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-27 21:05:00,2-9493,Sale,Minuman,10119,Teh Tawar Dingin,,,1.0,7143.0,0.0,7143.0,0.0,7143.0,357.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 09:46:00,2-9144,Sale,Kudapan,10051,Tahu baso,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-19 20:51:00,2-9377,Sale,Hidangan Utama,10012,Mie joglo,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 17:17:00,2-9119,Sale,Roti,10000,Roti Bawang Saus Keju,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-06 10:38:00,2-9087,Sale,Minuman,10112,Air mineral,,,1.0,6667.0,0.0,6667.0,0.0,6667.0,333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-06 16:02:00,2-9095,Sale,Kudapan,10051,Tahu baso,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1261.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-03 20:47:00,2-9037,Sale,Roti,10033,Roti panggang sarikaya,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1095.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-05 13:49:00,2-9061,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1691.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-28 10:38:00,2-9497,Sale,Minuman,10013,Kopi cur,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1166.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 13:44:00,2-9406,Sale,Minuman,10128,Es Kopi Susu,,,6.0,139998.0,0.0,139998.0,0.0,139998.0,7000.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-11 17:26:00,2-9202,Sale,Minuman,10128,Es Kopi Susu,,,2.0,46666.0,0.0,46666.0,0.0,46666.0,2333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-03 20:47:00,2-9036,Refund,Hidangan Utama,10012,Mie joglo,,,-1.0,-29524.0,0.0,-29524.0,-0.0,-29524.0,-1476.0,Dine In,Kedai,Temu Roti,Owner,,,Manis pedas,Closed
2024-09-01 20:47:00,2-9009,Sale,Minuman,10120,Lemon Tea Panas,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,977.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-14 16:36:00,2-9284,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-05 14:51:00,2-9062,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,928.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 11:59:00,2-9537,Sale,Roti,10000,Roti Bawang Saus Keju,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 15:08:00,2-9307,Sale,Minuman,10122,Rempah Madu Panas,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1095.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 15:23:00,2-9549,Sale,Minuman,10106,Korean Strawberry Fresh Milk,,,1.0,26667.0,0.0,26667.0,0.0,26667.0,1333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-04 09:56:00,2-9042,Sale,Roti,10043,Roti keju,,,1.0,9524.0,0.0,9524.0,0.0,9524.0,476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-28 14:20:00,2-9508,Sale,Minuman,10126,Chamomile Lemongrass Hot Artisan Tea,,,1.0,23810.0,0.0,23810.0,0.0,23810.0,1190.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 15:17:00,2-9409,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,977.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-03 11:12:00,2-9011,Sale,Minuman,10118,Teh Tawar Panas,,,1.0,7143.0,0.0,7143.0,0.0,7143.0,357.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 15:17:00,2-9409,Sale,Minuman,10106,Korean Strawberry Fresh Milk,,,1.0,26667.0,0.0,26667.0,0.0,26667.0,1334.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-06 16:17:00,2-9096,Sale,Minuman,10112,Air mineral,,,1.0,6667.0,0.0,6667.0,0.0,6667.0,333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 14:07:00,2-8986,Sale,Minuman,10067,Wedang angin,,,1.0,24762.0,0.0,24762.0,0.0,24762.0,1238.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-03 20:46:00,2-9035,Sale,Kudapan,10009,Jamur Enoki Krispi,,,1.0,26667.0,0.0,26667.0,0.0,26667.0,1333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 12:26:00,2-8979,Sale,Kudapan,10015,Tahu Lada Garam,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-19 13:46:00,2-9373,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-28 11:30:00,2-9500,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,928.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 15:17:00,2-9409,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1690.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-05 19:18:00,2-9075,Sale,Kudapan,10051,Tahu baso,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-08 10:11:00,2-9146,Sale,Roti,10007,Roti cranberry 2 pcs,,,2.0,67620.0,0.0,67620.0,0.0,67620.0,3381.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-19 14:42:00,2-9374,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 14:26:00,2-8987,Sale,Minuman,10106,Korean Strawberry Fresh Milk,,,1.0,26667.0,0.0,26667.0,0.0,26667.0,1334.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-22 11:11:00,2-9431,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 15:07:00,2-9105,Sale,Minuman,10128,Es Kopi Susu,,,2.0,46666.0,0.0,46666.0,0.0,46666.0,2333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-06 16:17:00,2-9096,Sale,Roti,10042,Roti coklat,,,1.0,9524.0,0.0,9524.0,0.0,9524.0,476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-22 13:49:00,2-9437,Sale,Kudapan,10015,Tahu Lada Garam,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 13:28:00,2-8984,Sale,Minuman,10107,Korean Mango Fresh Milk,,,1.0,26667.0,0.0,26667.0,0.0,26667.0,1333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 10:54:00,2-9299,Sale,Kudapan,10051,Tahu baso,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 16:09:00,2-9312,Sale,Minuman,10128,Es Kopi Susu,,,2.0,46666.0,0.0,46666.0,0.0,46666.0,2333.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-04 16:00:00,2-9051,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1691.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-17 10:05:00,2-9337,Sale,Minuman,10070,Wedang laut,,,1.0,24762.0,0.0,24762.0,0.0,24762.0,1238.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-18 11:49:00,2-9354,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 17:12:00,2-9321,Sale,Minuman,10120,Lemon Tea Panas,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-27 11:50:00,2-9480,Sale,Kudapan,10010,Pisang Goreng,,,1.0,25238.0,0.0,25238.0,0.0,25238.0,1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-12 14:33:00,2-9221,Sale,Minuman,10117,Teh Manis Dingin,,,1.0,14286.0,0.0,14286.0,0.0,14286.0,714.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-12 14:32:00,2-9220,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 18:11:00,2-9327,Refund,Kudapan,10051,Tahu baso,,,-1.0,-25238.0,0.0,-25238.0,-0.0,-25238.0,-1262.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-14 13:35:00,2-9270,Sale,Hidangan Utama,10012,Mie joglo,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-12 13:15:00,2-9218,Sale,Roti,10033,Roti panggang sarikaya,,,1.0,21905.0,0.0,21905.0,0.0,21905.0,1095.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-15 11:53:00,2-9301,Sale,Roti,10007,Roti cranberry 2 pcs,,,1.0,33810.0,0.0,33810.0,0.0,33810.0,1691.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-01 17:56:00,2-9002,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-04 09:31:00,2-9040,Sale,Roti,10002,Roti Cranberry,,,1.0,18571.0,0.0,18571.0,0.0,18571.0,929.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-24 16:57:00,2-9453,Sale,Minuman,10116,Teh Manis Panas,,,1.0,14286.0,0.0,14286.0,0.0,14286.0,714.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 13:48:00,2-9407,Sale,Minuman,10121,Lemon Tea Dingin,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,977.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-12 14:33:00,2-9222,Refund,Minuman,10128,Es Kopi Susu,,,-1.0,-23333.0,0.0,-23333.0,-0.0,-23333.0,-1167.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 17:26:00,2-9416,Sale,Minuman,10128,Es Kopi Susu,,,1.0,23333.0,0.0,23333.0,0.0,23333.0,1166.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-21 15:17:00,2-9409,Sale,Hidangan Utama,10104,Chicken Claypot Rice,,,1.0,34762.0,0.0,34762.0,0.0,34762.0,1738.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-22 11:07:00,2-9430,Sale,Hidangan Utama,10105,Beef Claypot Rice,,,1.0,38095.0,0.0,38095.0,0.0,38095.0,1904.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-29 14:13:00,2-9547,Sale,Minuman,10117,Teh Manis Dingin,,,1.0,14286.0,0.0,14286.0,0.0,14286.0,715.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-07 15:54:00,2-9110,Sale,Roti,10005,Roti Gandum Cokelat,,,1.0,19524.0,0.0,19524.0,0.0,19524.0,976.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
2024-09-17 13:54:00,2-9343,Sale,Roti,10000,Roti Bawang Saus Keju,,,1.0,29524.0,0.0,29524.0,0.0,29524.0,1476.0,Dine In,Kedai,Temu Roti,Owner,,,,Closed
